Name1,Name2,Co-mentions,Average Sentiment
Evan Fournier,Carlos Soler,8,0.4293812272159423
Evan Fournier,Hailey Hernandez,8,0.4293812272159423
Evan Fournier,Elaine Thompson-Herah,8,0.4293812272159423
Evan Fournier,Carissa Moore,8,0.4293812272159423
Evan Fournier,Steven Gardiner,8,0.4293812272159423
Evan Fournier,Richard Andre Ordemann,8,0.4293812272159423
Evan Fournier,Katrina Lehis,8,0.4293812272159423
Evan Fournier,Julio Rodriguez,8,0.4293812272159423
Evan Fournier,Justyna Swiety-Ersetic,8,0.4293812272159423
Evan Fournier,Daiki Hashimoto,8,0.4293812272159423
Evan Fournier,Peres Jepchirchir,8,0.4293812272159423
Evan Fournier,Hifumi Abe,8,0.4293812272159423
Evan Fournier,Filippo Ganna,8,0.4293812272159423
Evan Fournier,Sena Irie,8,0.4293812272159423
Evan Fournier,Brad Tandy,8,0.4293812272159423
Evan Fournier,Jia Liu,8,0.4293812272159423
Evan Fournier,Mima Ito,8,0.4293812272159423
Evan Fournier,Viktor Axelsen,8,0.4293812272159423
Evan Fournier,Xie Siyi,8,0.4293812272159423
Evan Fournier,Andrew Capobianco,8,0.4293812272159423
Evan Fournier,Svetlana Kolesnichenko,8,0.4293812272159423
Evan Fournier,"Sunisa ""Suni"" Lee",8,0.4293812272159423
Evan Fournier,Alex Walsh,8,0.4293812272159423
Evan Fournier,Bronte Campbell,8,0.4293812272159423
Evan Fournier,Marie Ronningen,8,0.4293812272159423
Evan Fournier,Keni Harrison,8,0.4293812272159423
Evan Fournier,Hugues Obry,8,0.4293812272159423
Evan Fournier,Wang Chi-lin,8,0.4293812272159423
Evan Fournier,Lukas Rohan,8,0.4293812272159423
Evan Fournier,Mohamed Sbihi,8,0.4293812272159423
Evan Fournier,Michael Hixon,8,0.4293812272159423
Evan Fournier,Nethaneel Mitchell-Blake,8,0.4293812272159423
Evan Fournier,Marjorie Gestring,8,0.4293812272159423
Evan Fournier,Emma McKeon,8,0.4293812272159423
Evan Fournier,Jang Woo-jin,8,0.4293812272159423
Evan Fournier,Rafael Bogaerts,8,0.4293812272159423
Evan Fournier,Sun Yiwen,8,0.4293812272159423
Evan Fournier,Bruna de Paula,8,0.4293812272159423
Evan Fournier,Sofia Pozdniakova,8,0.4293812272159423
Evan Fournier,Helene Naess,8,0.4293812272159423
Evan Fournier,Regan Smith,8,0.4293812272159423
Evan Fournier,De Grasse,8,0.4293812272159423
Evan Fournier,Himawari Akaho,8,0.4293812272159423
Evan Fournier,Hansle Parchment,8,0.4293812272159423
Evan Fournier,Kyle Blignaut,8,0.4293812272159423
Evan Fournier,Andre De Grasse,8,0.4293812272159423
Evan Fournier,Shannon Miller,8,0.4293812272159423
Evan Fournier,Mohamed Tindouft,8,0.4293812272159423
Evan Fournier,Jasmine Camacho-Quinn,8,0.4293812272159423
Evan Fournier,Connor Fields,8,0.4293812272159423
Evan Fournier,Imam Khataev,8,0.4293812272159423
Evan Fournier,Sifan Hassan,8,0.4293812272159423
Evan Fournier,Pawel Kolodzinski,8,0.4293812272159423
Evan Fournier,Natalia Partyka,8,0.4293812272159423
Evan Fournier,Adrienne Lyle,8,0.4293812272159423
Evan Fournier,Denis Ablyazin,8,0.4293812272159423
Evan Fournier,Grant Holloway,8,0.4293812272159423
Evan Fournier,Simone Consonni,8,0.4293812272159423
Evan Fournier,Anastasiya Savchuk,8,0.4293812272159423
Evan Fournier,Caeleb Dressel,8,0.4293812272159423
Evan Fournier,Merlene Ottey,8,0.4293812272159423
Evan Fournier,Sergei Semenov,8,0.4293812272159423
Evan Fournier,Maksim Nedasekau,8,0.4293812272159423
Evan Fournier,Lee Yang,8,0.4293812272159423
Evan Fournier,Neha Goyal,8,0.4293812272159423
Evan Fournier,Dusan Domovic Bulut,8,0.4293812272159423
Evan Fournier,Matty Lee,8,0.4293812272159423
Evan Fournier,Eleanor Harvey,8,0.4293812272159423
Evan Fournier,Richard Carapaz,8,0.4293812272159423
Evan Fournier,Blake Pieroni,8,0.4293812272159423
Evan Fournier,Haleigh Washington,8,0.4293812272159423
Evan Fournier,Anastasija Zolotic,8,0.4293812272159423
Evan Fournier,Choi Hyo-joo,8,0.4293812272159423
Evan Fournier,Dan Gable,8,0.4293812272159423
Evan Fournier,Alberto Ginés López,8,0.4293812272159423
Evan Fournier,Saya Sakakibara,8,0.4293812272159423
Evan Fournier,Ryan Crouser,8,0.4293812272159423
Evan Fournier,Zhong Tianshi,8,0.4293812272159423
Evan Fournier,Alex Yee,8,0.4293812272159423
Evan Fournier,Timo Boll,8,0.4293812272159423
Evan Fournier,Joe Ryan,8,0.4293812272159423
Evan Fournier,Hebert Sousa,8,0.4293812272159423
Evan Fournier,Adrian Gavira Collado,8,0.4293812272159423
Evan Fournier,Valarie Allman,8,0.4293812272159423
Evan Fournier,Lamont Marcell Jacobs,8,0.4293812272159423
Evan Fournier,Marta Fiedina,8,0.4293812272159423
Mia Tindall,childrenMia Tindall,6,0.0740944063067642
Mia Tindall,Lena Tindall,6,0.0740944063067642
Mia Tindall,childrenZara Tindall's,6,0.0740944063067642
Mia Tindall,Isla Phillips,6,0.0740944063067642
Mia Tindall,Savannah Phillips,6,0.0740944063067642
Mia Tindall,Louise Mountbatten-Windsor,6,0.0740944063067642
Mia Tindall,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
Mia Tindall,Autumn Phillips,6,0.0740944063067642
Mia Tindall,Princess Beatrice,6,0.0740944063067642
Mia Tindall,childrenIsla Phillips,6,0.0740944063067642
childrenMia Tindall,Lena Tindall,6,0.0740944063067642
childrenMia Tindall,childrenZara Tindall's,6,0.0740944063067642
childrenMia Tindall,Isla Phillips,6,0.0740944063067642
childrenMia Tindall,Savannah Phillips,6,0.0740944063067642
childrenMia Tindall,Louise Mountbatten-Windsor,6,0.0740944063067642
childrenMia Tindall,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
childrenMia Tindall,Autumn Phillips,6,0.0740944063067642
childrenMia Tindall,Princess Beatrice,6,0.0740944063067642
childrenMia Tindall,childrenIsla Phillips,6,0.0740944063067642
Lena Tindall,childrenZara Tindall's,6,0.0740944063067642
Lena Tindall,Isla Phillips,6,0.0740944063067642
Lena Tindall,Savannah Phillips,6,0.0740944063067642
Lena Tindall,Louise Mountbatten-Windsor,6,0.0740944063067642
Lena Tindall,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
Lena Tindall,Autumn Phillips,6,0.0740944063067642
Lena Tindall,Princess Beatrice,6,0.0740944063067642
Lena Tindall,childrenIsla Phillips,6,0.0740944063067642
childrenZara Tindall's,Isla Phillips,6,0.0740944063067642
childrenZara Tindall's,Savannah Phillips,6,0.0740944063067642
childrenZara Tindall's,Louise Mountbatten-Windsor,6,0.0740944063067642
childrenZara Tindall's,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
childrenZara Tindall's,Autumn Phillips,6,0.0740944063067642
childrenZara Tindall's,Princess Beatrice,6,0.0740944063067642
childrenZara Tindall's,childrenIsla Phillips,6,0.0740944063067642
Isla Phillips,Savannah Phillips,6,0.0740944063067642
Isla Phillips,Louise Mountbatten-Windsor,6,0.0740944063067642
Isla Phillips,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
Isla Phillips,Autumn Phillips,6,0.0740944063067642
Isla Phillips,Princess Beatrice,6,0.0740944063067642
Isla Phillips,childrenIsla Phillips,6,0.0740944063067642
Savannah Phillips,Louise Mountbatten-Windsor,6,0.0740944063067642
Savannah Phillips,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
Savannah Phillips,Autumn Phillips,6,0.0740944063067642
Savannah Phillips,Princess Beatrice,6,0.0740944063067642
Savannah Phillips,childrenIsla Phillips,6,0.0740944063067642
Louise Mountbatten-Windsor,childrenArchie Harrison Mountbatten-Windsor,6,0.0740944063067642
Louise Mountbatten-Windsor,Autumn Phillips,6,0.0740944063067642
Louise Mountbatten-Windsor,Princess Beatrice,6,0.0740944063067642
Louise Mountbatten-Windsor,childrenIsla Phillips,6,0.0740944063067642
childrenArchie Harrison Mountbatten-Windsor,Autumn Phillips,6,0.0740944063067642
childrenArchie Harrison Mountbatten-Windsor,Princess Beatrice,6,0.0740944063067642
childrenArchie Harrison Mountbatten-Windsor,childrenIsla Phillips,6,0.0740944063067642
Autumn Phillips,Princess Beatrice,6,0.0740944063067642
Autumn Phillips,childrenIsla Phillips,6,0.0740944063067642
Princess Beatrice,childrenIsla Phillips,6,0.0740944063067642
Harry Maguire's,Declan Rice,6,0.0394203058463786
Peter Sagan,Mathieu van der Poel,6,0.1330124750060843
Peter Sagan,Van der Poel,6,0.1330124750060843
Richard Carapaz,Alexander Bublik,10,0.3569414897092618
Richard Carapaz,Quan Hongchan,8,0.4293812272159423
Richard Carapaz,Nikita Nagornyy,8,0.4293812272159423
Richard Carapaz,Italo Ferreira,8,0.4293812272159423
Richard Carapaz,Keegan Palmer,8,0.4293812272159423
Richard Carapaz,Pita Taufatofua,8,0.4293812272159423
Richard Carapaz,Peter McGrail,8,0.4293812272159423
Richard Carapaz,Selemon Barega,8,0.4293812272159423
Richard Carapaz,Fan Yilin,8,0.4293812272159423
Richard Carapaz,Karol Zalewski,8,0.4293812272159423
Richard Carapaz,Navneet Kaur,8,0.4293812272159423
Richard Carapaz,Shoichiro Mukai,8,0.4293812272159423
Richard Carapaz,Ziad Elsissy,8,0.4293812272159423
Richard Carapaz,Evgeny Rylov,8,0.4293812272159423
Richard Carapaz,Malaika Mihambo,8,0.4293812272159423
Richard Carapaz,Neeraj Chopra,8,0.4293812272159423
Richard Carapaz,Erik Heil,8,0.4293812272159423
Richard Carapaz,Pablo Carreño Busta,8,0.4293812272159423
Richard Carapaz,Nahid Kiyani Chandeh,8,0.4293812272159423
Richard Carapaz,Bruno Fratus,8,0.4293812272159423
Richard Carapaz,Yasemin Anagoz,8,0.4293812272159423
Richard Carapaz,Saleh Elsharabaty,8,0.4293812272159423
Richard Carapaz,Grace McCallum,8,0.4293812272159423
Richard Carapaz,Cecile Canqueteau-Landi,8,0.4293812272159423
Richard Carapaz,Mara Navarria,8,0.4293812272159423
Richard Carapaz,Thomas Ploessel,8,0.4293812272159423
Richard Carapaz,Daniele Garozzo,8,0.4293812272159423
Richard Carapaz,Natalia Kaczmarek,8,0.4293812272159423
Richard Carapaz,Katie Nageotte,8,0.4293812272159423
Richard Carapaz,Hidilyn Diaz,8,0.4293812272159423
Richard Carapaz,Jacquelyn Young,8,0.4293812272159423
Richard Carapaz,Lamjed Maafi,8,0.4293812272159423
Richard Carapaz,Wang Zongyuan,8,0.4293812272159423
Richard Carapaz,Johnny Hooper,8,0.4293812272159423
Richard Carapaz,Cristian Nápoles,8,0.4293812272159423
Richard Carapaz,Mutaz Essa Barshim,8,0.4293812272159423
Richard Carapaz,Li-Shan Chantal Liew,8,0.4293812272159423
Richard Carapaz,Vladimir Vujasinović,8,0.4293812272159423
Richard Carapaz,Dalilah Muhammad,6,0.4228592002330694
Richard Carapaz,Lois Toulson,8,0.4293812272159423
Richard Carapaz,Cao Yuan,8,0.4293812272159423
Richard Carapaz,Anita Wlodarczyk,8,0.4293812272159423
Richard Carapaz,Julio César La Cruz,8,0.4293812272159423
Richard Carapaz,Cate Campbell,8,0.4293812272159423
Richard Carapaz,Kiran Badloe,8,0.4293812272159423
Richard Carapaz,Sakura Yosozumi,8,0.4293812272159423
Richard Carapaz,Maki Takada,8,0.4293812272159423
Richard Carapaz,Thibaut Vervoort,8,0.4293812272159423
Richard Carapaz,Marlen Reusser,8,0.4293812272159423
Richard Carapaz,Liu Shiying,8,0.4293812272159423
Richard Carapaz,Juan Miguel Echevarria,8,0.4293812272159423
Richard Carapaz,Jordan Chiles,8,0.4293812272159423
Richard Carapaz,Meriem Mebarki,8,0.4293812272159423
Richard Carapaz,Anna Baranchuk,8,0.4293812272159423
Richard Carapaz,Filippo Tortu,8,0.4293812272159423
Richard Carapaz,Kokona Hiraki,8,0.4293812272159423
Richard Carapaz,Akzhol Makhmudov,8,0.4293812272159423
Richard Carapaz,John Lennon,8,0.4293812272159423
Richard Carapaz,Sandra Sánchez,8,0.4293812272159423
Richard Carapaz,Momiji Nishiya,8,0.4293812272159423
Richard Carapaz,Jordyn Poulter,8,0.4293812272159423
Richard Carapaz,Shericka Jackson,8,0.4293812272159423
Richard Carapaz,Bobby Finke,8,0.4293812272159423
Richard Carapaz,Stefanie Dolson,8,0.4293812272159423
Richard Carapaz,Delaney Schnell,8,0.4293812272159423
Richard Carapaz,Hiromi Uehara,8,0.4293812272159423
Richard Carapaz,Evangelia Platanioti,8,0.4293812272159423
Richard Carapaz,Kajetan Duszynski,8,0.4293812272159423
Richard Carapaz,Charlotte Worthington,8,0.4293812272159423
Richard Carapaz,Sue Bird,8,0.4293812272159423
Richard Carapaz,Carli Lloyd,8,0.4293812272159423
Richard Carapaz,Megumi Murakami,8,0.4293812272159423
Richard Carapaz,Esther Qin,8,0.4293812272159423
Richard Carapaz,Anna Kiesenhofer,8,0.4293812272159423
Richard Carapaz,Athing Mu,8,0.4293812272159423
Richard Carapaz,Nijel Amos,8,0.4293812272159423
Richard Carapaz,Gianmarco Tamberi,8,0.4293812272159423
Richard Carapaz,Kang Young-mi,8,0.4293812272159423
Richard Carapaz,Jessica Parratto,8,0.4293812272159423
Richard Carapaz,Chase Kalisz,8,0.4293812272159423
Richard Carapaz,Annika Schleu,8,0.4293812272159423
Richard Carapaz,Endy Miyem,8,0.4293812272159423
Richard Carapaz,Benjamin Proud,8,0.4293812272159423
Richard Carapaz,Ryu Seung-min,8,0.4293812272159423
Richard Carapaz,Marie-Zélia Lafont,8,0.4293812272159423
Richard Carapaz,Yu Yiting,8,0.4293812272159423
Richard Carapaz,Nafissatou Thiam,8,0.4293812272159423
Richard Carapaz,Kristian Blummenfelt,8,0.4293812272159423
Richard Carapaz,Kuo Hsing-chun,8,0.4293812272159423
Richard Carapaz,Cristina Ouviña,8,0.4293812272159423
Richard Carapaz,Allisha Gray,8,0.4293812272159423
Richard Carapaz,Nesthy Petecio,8,0.4293812272159423
Richard Carapaz,Eduard Trippel,8,0.4293812272159423
Richard Carapaz,Ysaora Thibus,8,0.4293812272159423
Richard Carapaz,Iakobi Kajaia,8,0.4293812272159423
Richard Carapaz,Nicholas Kipkorir Kimeli,8,0.4293812272159423
Richard Carapaz,Gable Steveson,8,0.4293812272159423
Richard Carapaz,Alessandro Velotto,8,0.4293812272159423
Richard Carapaz,Daniel Jervis,8,0.4293812272159423
Richard Carapaz,Mercy Moim,8,0.4293812272159423
Richard Carapaz,Miho Nonaka,8,0.4293812272159423
Richard Carapaz,Sergey Ponomaryov,8,0.4293812272159423
Richard Carapaz,Dani Alves,8,0.4293812272159423
Richard Carapaz,Steffi Graf,8,0.4293812272159423
Richard Carapaz,Mykhailo Romanchuk,8,0.4293812272159423
Richard Carapaz,Alix Klineman,8,0.4293812272159423
Richard Carapaz,Arisa Higashino,8,0.4293812272159423
Richard Carapaz,Karen Khachanov,8,0.4293812272159423
Richard Carapaz,Jorge Ureña,8,0.4293812272159423
Richard Carapaz,Ferguson Rotich,8,0.4293812272159423
Richard Carapaz,Annie Lazor,8,0.4293812272159423
Richard Carapaz,Meg Harris,8,0.4293812272159423
Richard Carapaz,Ariarne Titmus,8,0.4293812272159423
Richard Carapaz,Marketa Vondrousova,8,0.4293812272159423
Richard Carapaz,Rebeca Andrade,8,0.4293812272159423
Richard Carapaz,Bowen Becker,8,0.4293812272159423
Richard Carapaz,"Armand ""Mondo"" Duplantis",8,0.4293812272159423
Richard Carapaz,Lara González Ortega,8,0.4293812272159423
Richard Carapaz,Raevyn Rogers,8,0.4293812272159423
Richard Carapaz,Ryo Kiyuna,8,0.4293812272159423
Richard Carapaz,Marcus Fernaldi Gideon,8,0.4293812272159423
Richard Carapaz,David Belyavskiy,8,0.4293812272159423
Richard Carapaz,Hou Zhihui,8,0.4293812272159423
Richard Carapaz,Apriyani Rahayu,8,0.4293812272159423
Richard Carapaz,Yuto Horigome,8,0.4293812272159423
Richard Carapaz,Shi Zhiyong,8,0.4293812272159423
Richard Carapaz,Lilia Akhaimova,8,0.4293812272159423
Richard Carapaz,Kaylene Corbett,8,0.4293812272159423
Richard Carapaz,Milan Aleksić,8,0.4293812272159423
Richard Carapaz,Muhammad Shah Firdaus Sahrom,8,0.4293812272159423
Richard Carapaz,Evangelia Papazoglou,8,0.4293812272159423
Richard Carapaz,Suni Lee,8,0.4293812272159423
Richard Carapaz,Angelina Melnikova,8,0.4293812272159423
Richard Carapaz,Frazer Clarke,8,0.4293812272159423
Richard Carapaz,Lukasz Przybytek,8,0.4293812272159423
Richard Carapaz,Viktoria Listunova,8,0.4293812272159423
Richard Carapaz,Jason Kenny,8,0.4293812272159423
Richard Carapaz,Diana Taurasi,8,0.4293812272159423
Richard Carapaz,Julia Sude,8,0.4293812272159423
Richard Carapaz,Hayden Wilde,8,0.4293812272159423
Richard Carapaz,Cristina Chirichella,8,0.4293812272159423
Richard Carapaz,Sofya Velikaya,8,0.4293812272159423
Richard Carapaz,Flora Pasztor,8,0.4293812272159423
Richard Carapaz,Zhang Changning,8,0.4293812272159423
Richard Carapaz,Alberto Gaitero Martin,8,0.4293812272159423
Richard Carapaz,Jiri Prskavec,8,0.4293812272159423
Richard Carapaz,Mickael Mawem,8,0.4293812272159423
Richard Carapaz,Ana Paula Rodrigues Belo,8,0.4293812272159423
Richard Carapaz,Huang Dongping,8,0.4293812272159423
Richard Carapaz,Gregorio Paltrinieri,8,0.4293812272159423
Richard Carapaz,Luis Javier Mosquera Lozano,8,0.4293812272159423
Richard Carapaz,OlympicsJill Biden,6,0.4313369744630473
Richard Carapaz,Florian Wellbrock,8,0.4293812272159423
Richard Carapaz,Atsunori Inaba,8,0.4293812272159423
Richard Carapaz,Gustavo Nunez,8,0.4293812272159423
Richard Carapaz,Mohamed Hammed,8,0.4293812272159423
Richard Carapaz,Firdovsi Farzaliyev,8,0.4293812272159423
Richard Carapaz,Yang Qian,8,0.4293812272159423
Richard Carapaz,Tomokazu Harimoto,8,0.4293812272159423
Richard Carapaz,Nikola Dedović,8,0.4293812272159423
Richard Carapaz,MyKayla Skinner,8,0.4293812272159423
Richard Carapaz,Lorenzo Zazzeri,8,0.4293812272159423
Richard Carapaz,Edgar Cheung,8,0.4293812272159423
Richard Carapaz,Jessica Learmonth,8,0.4293812272159423
Richard Carapaz,Svetlana Romashina,8,0.4293812272159423
Richard Carapaz,Adam Ondra,8,0.4293812272159423
Richard Carapaz,Tatjana Schoenmaker,8,0.4293812272159423
Richard Carapaz,Isaiah Jewett,8,0.4293812272159423
Richard Carapaz,Oleksandr Khyzhniak,8,0.4293812272159423
Richard Carapaz,Rikuya Hoshino,8,0.4293812272159423
Richard Carapaz,Paul Chelimo,8,0.4293812272159423
Richard Carapaz,Stanislav Pozdniakov,8,0.4293812272159423
Richard Carapaz,Meisam Salehi,8,0.4293812272159423
Richard Carapaz,Koki Saito,8,0.4293812272159423
Richard Carapaz,OlympicsLydia Jacoby's,5,0.4227282431847579
Richard Carapaz,Eray Samdan,8,0.4293812272159423
Richard Carapaz,Kevin Sanjaya Sukamuljo,8,0.4293812272159423
Richard Carapaz,Humberto Mansilla,8,0.4293812272159423
Richard Carapaz,Jun Mizutani,8,0.4293812272159423
Richard Carapaz,Zach Apple,8,0.4293812272159423
Richard Carapaz,Chen Lijun,8,0.4293812272159423
Richard Carapaz,Bekzad Nurdauletov,8,0.4293812272159423
Richard Carapaz,Kelsey Plum,8,0.4293812272159423
Richard Carapaz,Dallas Escobedo,8,0.4293812272159423
Richard Carapaz,Kliment Kolesnikov,8,0.4293812272159423
Richard Carapaz,Park Hae-min,8,0.4293812272159423
Richard Carapaz,Annemiek van Vleuten,8,0.4293812272159423
Richard Carapaz,Katie McLaughlin,8,0.4293812272159423
Richard Carapaz,Flora Duffy,8,0.4293812272159423
Richard Carapaz,Zheng Saisai,8,0.4293812272159423
Richard Carapaz,Katinka Hosszú,8,0.4293812272159423
Richard Carapaz,Mourad Aliev,8,0.4293812272159423
Richard Carapaz,Hannah Mills,8,0.4293812272159423
Richard Carapaz,Sorribes Tormo,8,0.4293812272159423
Richard Carapaz,Artur Dalaloyan,8,0.4293812272159423
Richard Carapaz,Greysia Polii,8,0.4293812272159423
Richard Carapaz,Georgii Zantaraia,8,0.4293812272159423
Richard Carapaz,Reika Utsugi,8,0.4293812272159423
Richard Carapaz,Bruce Springsteen,8,0.4293812272159423
Richard Carapaz,Sara Sorribes Tormo,8,0.4293812272159423
Richard Carapaz,Joana Heidrich,8,0.4293812272159423
Richard Carapaz,Julia Grosso,8,0.4293812272159423
Richard Carapaz,Yulimar Rojas,8,0.4293812272159423
Richard Carapaz,Anouk Vergé-Dépré,8,0.4293812272159423
Richard Carapaz,Sun Yingsha,8,0.4293812272159423
Richard Carapaz,Lilly King,8,0.4293812272159423
Richard Carapaz,Vladislava Urazova,8,0.4293812272159423
Richard Carapaz,Sarah Sponcil,8,0.4293812272159423
Richard Carapaz,Miltiadis Tentoglou,8,0.4293812272159423
Richard Carapaz,Karla Borger,8,0.4293812272159423
Richard Carapaz,Carlos Soler,8,0.4293812272159423
Richard Carapaz,Hailey Hernandez,8,0.4293812272159423
Richard Carapaz,Elaine Thompson-Herah,8,0.4293812272159423
Richard Carapaz,Carissa Moore,8,0.4293812272159423
Richard Carapaz,Steven Gardiner,8,0.4293812272159423
Richard Carapaz,Richard Andre Ordemann,8,0.4293812272159423
Richard Carapaz,Katrina Lehis,8,0.4293812272159423
Richard Carapaz,Julio Rodriguez,8,0.4293812272159423
Richard Carapaz,Justyna Swiety-Ersetic,8,0.4293812272159423
Richard Carapaz,Daiki Hashimoto,8,0.4293812272159423
Richard Carapaz,Peres Jepchirchir,8,0.4293812272159423
Richard Carapaz,Hifumi Abe,8,0.4293812272159423
Richard Carapaz,Filippo Ganna,8,0.4293812272159423
Richard Carapaz,Sena Irie,8,0.4293812272159423
Richard Carapaz,Brad Tandy,8,0.4293812272159423
Richard Carapaz,Jia Liu,8,0.4293812272159423
Richard Carapaz,Mima Ito,8,0.4293812272159423
Richard Carapaz,Viktor Axelsen,8,0.4293812272159423
Richard Carapaz,Xie Siyi,8,0.4293812272159423
Richard Carapaz,Andrew Capobianco,8,0.4293812272159423
Richard Carapaz,Svetlana Kolesnichenko,8,0.4293812272159423
Richard Carapaz,"Sunisa ""Suni"" Lee",8,0.4293812272159423
Richard Carapaz,Alex Walsh,8,0.4293812272159423
Richard Carapaz,Bronte Campbell,8,0.4293812272159423
Richard Carapaz,Marie Ronningen,8,0.4293812272159423
Richard Carapaz,Keni Harrison,8,0.4293812272159423
Richard Carapaz,Hugues Obry,8,0.4293812272159423
Richard Carapaz,Wang Chi-lin,8,0.4293812272159423
Richard Carapaz,Lukas Rohan,8,0.4293812272159423
Richard Carapaz,Mohamed Sbihi,8,0.4293812272159423
Richard Carapaz,Michael Hixon,8,0.4293812272159423
Richard Carapaz,Nethaneel Mitchell-Blake,8,0.4293812272159423
Richard Carapaz,Marjorie Gestring,8,0.4293812272159423
Richard Carapaz,Emma McKeon,8,0.4293812272159423
Richard Carapaz,Jang Woo-jin,8,0.4293812272159423
Richard Carapaz,Rafael Bogaerts,8,0.4293812272159423
Richard Carapaz,Sun Yiwen,8,0.4293812272159423
Richard Carapaz,Bruna de Paula,8,0.4293812272159423
Richard Carapaz,Sofia Pozdniakova,8,0.4293812272159423
Richard Carapaz,Helene Naess,8,0.4293812272159423
Richard Carapaz,Regan Smith,8,0.4293812272159423
Richard Carapaz,De Grasse,8,0.4293812272159423
Richard Carapaz,Himawari Akaho,8,0.4293812272159423
Richard Carapaz,Hansle Parchment,8,0.4293812272159423
Richard Carapaz,Kyle Blignaut,8,0.4293812272159423
Richard Carapaz,Andre De Grasse,8,0.4293812272159423
Richard Carapaz,Shannon Miller,8,0.4293812272159423
Richard Carapaz,Mohamed Tindouft,8,0.4293812272159423
Richard Carapaz,Jasmine Camacho-Quinn,8,0.4293812272159423
Richard Carapaz,Connor Fields,8,0.4293812272159423
Richard Carapaz,Imam Khataev,8,0.4293812272159423
Richard Carapaz,Sifan Hassan,8,0.4293812272159423
Richard Carapaz,Pawel Kolodzinski,8,0.4293812272159423
Richard Carapaz,Natalia Partyka,8,0.4293812272159423
Richard Carapaz,Adrienne Lyle,8,0.4293812272159423
Richard Carapaz,Denis Ablyazin,8,0.4293812272159423
Richard Carapaz,Grant Holloway,8,0.4293812272159423
Richard Carapaz,Simone Consonni,8,0.4293812272159423
Richard Carapaz,Anastasiya Savchuk,8,0.4293812272159423
Richard Carapaz,Caeleb Dressel,8,0.4293812272159423
Richard Carapaz,Merlene Ottey,8,0.4293812272159423
Richard Carapaz,Sergei Semenov,8,0.4293812272159423
Richard Carapaz,Maksim Nedasekau,8,0.4293812272159423
Richard Carapaz,Lee Yang,8,0.4293812272159423
Richard Carapaz,Neha Goyal,8,0.4293812272159423
Richard Carapaz,Dusan Domovic Bulut,8,0.4293812272159423
Richard Carapaz,Matty Lee,8,0.4293812272159423
Richard Carapaz,Eleanor Harvey,8,0.4293812272159423
Richard Carapaz,Blake Pieroni,8,0.4293812272159423
Richard Carapaz,Haleigh Washington,8,0.4293812272159423
Richard Carapaz,Anastasija Zolotic,8,0.4293812272159423
Richard Carapaz,Choi Hyo-joo,8,0.4293812272159423
Richard Carapaz,Dan Gable,8,0.4293812272159423
Richard Carapaz,Alberto Ginés López,8,0.4293812272159423
Richard Carapaz,Saya Sakakibara,8,0.4293812272159423
Richard Carapaz,Ryan Crouser,8,0.4293812272159423
Richard Carapaz,Zhong Tianshi,8,0.4293812272159423
Richard Carapaz,Alex Yee,8,0.4293812272159423
Richard Carapaz,Timo Boll,8,0.4293812272159423
Richard Carapaz,Joe Ryan,8,0.4293812272159423
Richard Carapaz,Hebert Sousa,8,0.4293812272159423
Richard Carapaz,Adrian Gavira Collado,8,0.4293812272159423
Richard Carapaz,Valarie Allman,8,0.4293812272159423
Richard Carapaz,Lamont Marcell Jacobs,8,0.4293812272159423
Richard Carapaz,Marta Fiedina,8,0.4293812272159423
Mathieu van der Poel,Van der Poel,6,0.1330124750060843
Mark Cavendish,Eddy Merckx's,6,0.162297816878462
Lilibet 'Lili' Diana Mountbatten-Windsor,Archie Harrison,10,0.1204230561628271
Lilibet 'Lili' Diana Mountbatten-Windsor,George V,6,0.0991284813408393
Christian Eriksen's,Kasper Dolberg,6,0.1014254242069673
Khris Middleton,Bobby Portis,6,0.0299438746438746
Khris Middleton,Jrue Holiday,8,0.025792549588776
Khris Middleton,Deandre Ayton,8,0.0453729832692096
Khris Middleton,Jae Crowder,6,0.0177849990320509
Khris Middleton,Pat Connaughton,8,0.0927238547509773
Bobby Portis,Jrue Holiday,6,0.0299438746438746
Jrue Holiday,Deandre Ayton,6,0.018164140192442
Sydney McLaughlin,Dalilah Muhammad,6,0.219153492597937
Athing Mu,Dalilah Muhammad,10,0.3578814172057387
Athing Mu,Quan Hongchan,8,0.4293812272159423
Athing Mu,Nikita Nagornyy,8,0.4293812272159423
Athing Mu,Italo Ferreira,8,0.4293812272159423
Athing Mu,Keegan Palmer,8,0.4293812272159423
Athing Mu,Pita Taufatofua,8,0.4293812272159423
Athing Mu,Peter McGrail,8,0.4293812272159423
Athing Mu,Selemon Barega,8,0.4293812272159423
Athing Mu,Fan Yilin,8,0.4293812272159423
Athing Mu,Karol Zalewski,8,0.4293812272159423
Athing Mu,Navneet Kaur,8,0.4293812272159423
Athing Mu,Shoichiro Mukai,8,0.4293812272159423
Athing Mu,Ziad Elsissy,8,0.4293812272159423
Athing Mu,Evgeny Rylov,8,0.4293812272159423
