,Name1,Name2,Co-mentions,Average Sentiment
30171,Janja Garnbret,Ariarne Titmus,8,0.4293812272159423
30172,Janja Garnbret,Marketa Vondrousova,8,0.4293812272159423
30173,Janja Garnbret,Rebeca Andrade,8,0.4293812272159423
30174,Janja Garnbret,Bowen Becker,8,0.4293812272159423
30175,Janja Garnbret,Armand Mondo Duplantis,8,0.4293812272159423
30176,Janja Garnbret,,8,0.4293812272159423
30177,Janja Garnbret,Raevyn Rogers,8,0.4293812272159423
30178,Janja Garnbret,Ryo Kiyuna,8,0.4293812272159423
30179,Janja Garnbret,Marcus Fernaldi Gideon,8,0.4293812272159423
30180,Janja Garnbret,David Belyavskiy,8,0.4293812272159423
30181,Janja Garnbret,Hou Zhihui,8,0.4293812272159423
30182,Janja Garnbret,Apriyani Rahayu,8,0.4293812272159423
30183,Janja Garnbret,Yuto Horigome,8,0.4293812272159423
30184,Janja Garnbret,Shi Zhiyong,8,0.4293812272159423
30185,Janja Garnbret,Lilia Akhaimova,8,0.4293812272159423
30186,Janja Garnbret,Kaylene Corbett,8,0.4293812272159423
30187,Janja Garnbret,Milan Aleksić,8,0.4293812272159423
30188,Janja Garnbret,Fabio Fognini,8,0.4293812272159423
30189,Janja Garnbret,Muhammad Shah Firdaus Sahrom,8,0.4293812272159423
30190,Janja Garnbret,Zach LaVine,8,0.4293812272159423
30191,Janja Garnbret,Evangelia Papazoglou,8,0.4293812272159423
30192,Janja Garnbret,Suni Lee,8,0.4293812272159423
30193,Janja Garnbret,Angelina Melnikova,8,0.4293812272159423
30194,Janja Garnbret,Frazer Clarke,8,0.4293812272159423
30195,Janja Garnbret,Lukasz Przybytek,8,0.4293812272159423
30196,Janja Garnbret,Viktoria Listunova,8,0.4293812272159423
30197,Janja Garnbret,Jason Kenny,8,0.4293812272159423
30198,Janja Garnbret,Diana Taurasi,8,0.4293812272159423
30199,Janja Garnbret,Julia Sude,8,0.4293812272159423
30200,Janja Garnbret,Hayden Wilde,8,0.4293812272159423
30201,Janja Garnbret,Cristina Chirichella,8,0.4293812272159423
30202,Janja Garnbret,Sofya Velikaya,8,0.4293812272159423
30203,Janja Garnbret,Flora Pasztor,8,0.4293812272159423
30204,Janja Garnbret,Zhang Changning,8,0.4293812272159423
30205,Janja Garnbret,Alberto Gaitero Martin,8,0.4293812272159423
30206,Janja Garnbret,Jiri Prskavec,8,0.4293812272159423
30207,Janja Garnbret,Mickael Mawem,8,0.4293812272159423
30208,Janja Garnbret,Ana Paula Rodrigues Belo,8,0.4293812272159423
30209,Janja Garnbret,Huang Dongping,8,0.4293812272159423
30210,Janja Garnbret,Gregorio Paltrinieri,8,0.4293812272159423
30211,Janja Garnbret,Luis Javier Mosquera Lozano,8,0.4293812272159423
30212,Janja Garnbret,OlympicsJill Biden,6,0.4313369744630473
30213,Janja Garnbret,Florian Wellbrock,8,0.4293812272159423
30214,Janja Garnbret,Atsunori Inaba,8,0.4293812272159423
30215,Janja Garnbret,Gustavo Nunez,8,0.4293812272159423
30216,Janja Garnbret,Mohamed Hammed,8,0.4293812272159423
30217,Janja Garnbret,Firdovsi Farzaliyev,8,0.4293812272159423
30219,Janja Garnbret,Yang Qian,8,0.4293812272159423
30220,Janja Garnbret,Tomokazu Harimoto,8,0.4293812272159423
30221,Janja Garnbret,Nikola Dedović,8,0.4293812272159423
30222,Janja Garnbret,MyKayla Skinner,8,0.4293812272159423
30223,Janja Garnbret,Lorenzo Zazzeri,8,0.4293812272159423
30224,Janja Garnbret,Edgar Cheung,8,0.4293812272159423
30225,Janja Garnbret,Jessica Learmonth,8,0.4293812272159423
30226,Janja Garnbret,Svetlana Romashina,8,0.4293812272159423
30227,Janja Garnbret,Adam Ondra,8,0.4293812272159423
30228,Janja Garnbret,Tatjana Schoenmaker,8,0.4293812272159423
30229,Janja Garnbret,Alexander Bublik,8,0.4293812272159423
30230,Janja Garnbret,Isaiah Jewett,8,0.4293812272159423
30231,Janja Garnbret,Oleksandr Khyzhniak,8,0.4293812272159423
30232,Janja Garnbret,Jessica Korda,8,0.4293812272159423
30233,Janja Garnbret,Rikuya Hoshino,8,0.4293812272159423
30234,Janja Garnbret,Paul Chelimo,8,0.4293812272159423
30235,Janja Garnbret,Stanislav Pozdniakov,8,0.4293812272159423
30236,Janja Garnbret,Meisam Salehi,8,0.4293812272159423
30237,Janja Garnbret,Koki Saito,8,0.4293812272159423
30239,Janja Garnbret,Eray Samdan,8,0.4293812272159423
30240,Janja Garnbret,Kevin Sanjaya Sukamuljo,8,0.4293812272159423
30241,Janja Garnbret,Humberto Mansilla,8,0.4293812272159423
30242,Janja Garnbret,Jun Mizutani,8,0.4293812272159423
30243,Janja Garnbret,Zach Apple,8,0.4293812272159423
30244,Janja Garnbret,Chen Lijun,8,0.4293812272159423
30245,Janja Garnbret,Bekzad Nurdauletov,8,0.4293812272159423
30246,Janja Garnbret,Kelsey Plum,8,0.4293812272159423
30247,Janja Garnbret,Dallas Escobedo,8,0.4293812272159423
30248,Janja Garnbret,Kliment Kolesnikov,8,0.4293812272159423
30249,Janja Garnbret,Park Haemin,8,0.4293812272159423
30250,Janja Garnbret,Annemiek van Vleuten,8,0.4293812272159423
30251,Janja Garnbret,Katie McLaughlin,8,0.4293812272159423
30252,Janja Garnbret,Flora Duffy,8,0.4293812272159423
30253,Janja Garnbret,Zheng Saisai,8,0.4293812272159423
30254,Janja Garnbret,Katinka Hosszú,8,0.4293812272159423
30255,Janja Garnbret,Mourad Aliev,8,0.4293812272159423
30256,Janja Garnbret,Hannah Mills,8,0.4293812272159423
30257,Janja Garnbret,Sorribes Tormo,8,0.4293812272159423
30258,Janja Garnbret,Artur Dalaloyan,8,0.4293812272159423
30259,Janja Garnbret,Tom Daley,8,0.4293812272159423
30260,Janja Garnbret,Greysia Polii,8,0.4293812272159423
30261,Janja Garnbret,Georgii Zantaraia,8,0.4293812272159423
30262,Janja Garnbret,Reika Utsugi,8,0.4293812272159423
30263,Janja Garnbret,Bruce Springsteen,8,0.4293812272159423
30264,Janja Garnbret,Sara Sorribes Tormo,8,0.4293812272159423
30265,Janja Garnbret,Joana Heidrich,8,0.4293812272159423
30266,Janja Garnbret,Julia Grosso,8,0.4293812272159423
30267,Janja Garnbret,Yulimar Rojas,8,0.4293812272159423
30268,Janja Garnbret,,8,0.4293812272159423
30269,Janja Garnbret,Simone Manuel,8,0.4293812272159423
30270,Janja Garnbret,Sun Yingsha,8,0.4293812272159423
30271,Janja Garnbret,Lilly King,8,0.4293812272159423
30272,Janja Garnbret,Vladislava Urazova,8,0.4293812272159423
30273,Janja Garnbret,Sarah Sponcil,8,0.4293812272159423
30274,Janja Garnbret,Miltiadis Tentoglou,8,0.4293812272159423
30275,Janja Garnbret,Karla Borger,8,0.4293812272159423
30276,Janja Garnbret,Carlos Soler,8,0.4293812272159423
30277,Janja Garnbret,Hailey Hernandez,8,0.4293812272159423
30279,Janja Garnbret,Usain Bolt,8,0.4293812272159423
30280,Janja Garnbret,Elaine ThompsonHerah,8,0.4293812272159423
30281,Janja Garnbret,Akiyo Noguchi,10,0.3933768026601997
30282,Janja Garnbret,Carissa Moore,8,0.4293812272159423
30283,Janja Garnbret,Megan Rapinoe,8,0.4293812272159423
30284,Janja Garnbret,Steven Gardiner,8,0.4293812272159423
30285,Janja Garnbret,Richard Andre Ordemann,8,0.4293812272159423
30286,Janja Garnbret,Katrina Lehis,8,0.4293812272159423
30287,Janja Garnbret,Julio Rodriguez,8,0.4293812272159423
30288,Janja Garnbret,Justyna SwietyErsetic,8,0.4293812272159423
30289,Janja Garnbret,Daiki Hashimoto,8,0.4293812272159423
30290,Janja Garnbret,Peres Jepchirchir,8,0.4293812272159423
30291,Janja Garnbret,Hifumi Abe,8,0.4293812272159423
30292,Janja Garnbret,Filippo Ganna,8,0.4293812272159423
30293,Janja Garnbret,Sena Irie,8,0.4293812272159423
30295,Janja Garnbret,Brad Tandy,8,0.4293812272159423
30296,Janja Garnbret,Jia Liu,8,0.4293812272159423
30297,Janja Garnbret,Mima Ito,8,0.4293812272159423
30298,Janja Garnbret,Viktor Axelsen,8,0.4293812272159423
30299,Janja Garnbret,Xie Siyi,8,0.4293812272159423
30300,Janja Garnbret,Andrew Capobianco,8,0.4293812272159423
30301,Janja Garnbret,Eliud Kipchoge,8,0.4293812272159423
30302,Janja Garnbret,Svetlana Kolesnichenko,8,0.4293812272159423
30303,Janja Garnbret,Sunisa Suni Lee,8,0.4293812272159423
30304,Janja Garnbret,Alex Walsh,8,0.4293812272159423
30305,Janja Garnbret,Bronte Campbell,8,0.4293812272159423
30306,Janja Garnbret,Marie Ronningen,8,0.4293812272159423
30307,Janja Garnbret,Keni Harrison,8,0.4293812272159423
30308,Janja Garnbret,Hugues Obry,8,0.4293812272159423
30309,Janja Garnbret,Wang Chilin,8,0.4293812272159423
30310,Janja Garnbret,Lukas Rohan,8,0.4293812272159423
30311,Janja Garnbret,Mohamed Sbihi,8,0.4293812272159423
30312,Janja Garnbret,Michael Hixon,8,0.4293812272159423
30313,Janja Garnbret,Nethaneel MitchellBlake,8,0.4293812272159423
30314,Janja Garnbret,Marjorie Gestring,8,0.4293812272159423
30315,Janja Garnbret,Emma McKeon,8,0.4293812272159423
30316,Janja Garnbret,Jang Woojin,8,0.4293812272159423
30317,Janja Garnbret,Rafael Bogaerts,8,0.4293812272159423
30318,Janja Garnbret,Sun Yiwen,8,0.4293812272159423
30319,Janja Garnbret,Bruna de Paula,8,0.4293812272159423
30320,Janja Garnbret,Sofia Pozdniakova,8,0.4293812272159423
30321,Janja Garnbret,Helene Naess,8,0.4293812272159423
30322,Janja Garnbret,Ashleigh Barty,8,0.4293812272159423
30323,Janja Garnbret,Regan Smith,8,0.4293812272159423
30324,Janja Garnbret,Raven Saunders,8,0.4293812272159423
30325,Janja Garnbret,De Grasse,8,0.4293812272159423
30326,Janja Garnbret,Himawari Akaho,8,0.4293812272159423
30327,Janja Garnbret,Hansle Parchment,8,0.4293812272159423
30328,Janja Garnbret,Kyle Blignaut,8,0.4293812272159423
30329,Janja Garnbret,Andre De Grasse,8,0.4293812272159423
30330,Janja Garnbret,Rory Sabbatini,8,0.4293812272159423
30331,Janja Garnbret,Shannon Miller,8,0.4293812272159423
30332,Janja Garnbret,Mohamed Tindouft,8,0.4293812272159423
30333,Janja Garnbret,Jasmine CamachoQuinn,8,0.4293812272159423
30334,Janja Garnbret,Connor Fields,8,0.4293812272159423
30335,Janja Garnbret,Imam Khataev,8,0.4293812272159423
30336,Janja Garnbret,Sifan Hassan,8,0.4293812272159423
30337,Janja Garnbret,Pawel Kolodzinski,8,0.4293812272159423
30338,Janja Garnbret,Natalia Partyka,8,0.4293812272159423
30339,Janja Garnbret,Simone Biles,8,0.4293812272159423
30340,Janja Garnbret,Adrienne Lyle,8,0.4293812272159423
30341,Janja Garnbret,Denis Ablyazin,8,0.4293812272159423
30342,Janja Garnbret,Grant Holloway,8,0.4293812272159423
30343,Janja Garnbret,Simone Consonni,8,0.4293812272159423
30344,Janja Garnbret,Anastasiya Savchuk,8,0.4293812272159423
30345,Janja Garnbret,Caeleb Dressel,8,0.4293812272159423
30346,Janja Garnbret,Merlene Ottey,8,0.4293812272159423
30347,Janja Garnbret,Sergei Semenov,8,0.4293812272159423
30348,Janja Garnbret,Maksim Nedasekau,8,0.4293812272159423
30349,Janja Garnbret,Lee Yang,8,0.4293812272159423
30350,Janja Garnbret,Neha Goyal,8,0.4293812272159423
30351,Janja Garnbret,Dusan Domovic Bulut,8,0.4293812272159423
30352,Janja Garnbret,Matty Lee,8,0.4293812272159423
30353,Janja Garnbret,Eleanor Harvey,8,0.4293812272159423
30354,Janja Garnbret,Richard Carapaz,8,0.4293812272159423
30355,Janja Garnbret,Blake Pieroni,8,0.4293812272159423
30356,Janja Garnbret,Haleigh Washington,8,0.4293812272159423
30357,Janja Garnbret,Anastasija Zolotic,8,0.4293812272159423
30358,Janja Garnbret,Choi Hyojoo,8,0.4293812272159423
30360,Janja Garnbret,Dan Gable,8,0.4293812272159423
30361,Janja Garnbret,,8,0.4293812272159423
30362,Janja Garnbret,April Ross,8,0.4293812272159423
30363,Janja Garnbret,Saya Sakakibara,8,0.4293812272159423
30364,Janja Garnbret,Evan Fournier,8,0.4293812272159423
30365,Janja Garnbret,Ryan Crouser,8,0.4293812272159423
30366,Janja Garnbret,Zhong Tianshi,8,0.4293812272159423
30367,Janja Garnbret,Adam Peaty,8,0.4293812272159423
30368,Janja Garnbret,Alex Yee,8,0.4293812272159423
30369,Janja Garnbret,Timo Boll,8,0.4293812272159423
30370,Janja Garnbret,Joe Ryan,8,0.4293812272159423
30371,Janja Garnbret,Hebert Sousa,8,0.4293812272159423
30372,Janja Garnbret,Adrian Gavira Collado,8,0.4293812272159423
30373,Janja Garnbret,Valarie Allman,8,0.4293812272159423
30374,Janja Garnbret,Lamont Marcell Jacobs,8,0.4293812272159423
30375,Janja Garnbret,Erica Sullivan,8,0.4293812272159423
30376,Janja Garnbret,Marta Fiedina,8,0.4293812272159423
30424,Sasha DiGiulian,CNNJanja Garnbret,7,0.2129790764790764
30435,Sasha DiGiulian,Coree Woltering,12,0.109092245143076
30801,Larry Nassar,CNNSimone Biles,14,0.1368764706322039
30803,Larry Nassar,Simone Biles,14,0.1368764706322039
30828,Larry Nassar,Aly Raisman,8,0.1367043462082625
30986,Navid Afkari,Hassan Torkman,7,0.0957652198831634
30992,Navid Afkari,Sardar Pashaei,10,0.0889425409312909
30994,Navid Afkari,Ayatollah Ali Khamenei,7,0.0910057102571257
31005,Navid Afkari,Don RiddellThe,7,0.0794381718431588
31009,Navid Afkari,Saeid Mollaei,7,0.0841976814691964
31061,Dana White,Dustin Poirier,6,0.078063492063492
31066,Dana White,Conor McGregor,6,0.078063492063492
31077,Dana White,Israel Adesanya,6,0.1706587903244688
31255,Mark Adams,Raven Saunders,8,0.0929747965371797
31273,Mark Adams,Raven Saunders,6,0.1296248315968981
31360,Saeid Mollaei,Sagi Muki,7,0.1116802906418978
31488,Ayanna Lonian,Niyi Akinmolayan,6,0.1785606060606061
31489,Ayanna Lonian,Nancy Isime,6,0.1785606060606061
31490,Ayanna Lonian,Chinaza Onuzo,6,0.1785606060606061
31491,Niyi Akinmolayan,Nancy Isime,6,0.1785606060606061
31492,Niyi Akinmolayan,Chinaza Onuzo,6,0.1785606060606061
31493,Nancy Isime,Chinaza Onuzo,6,0.1785606060606061
32166,Ivana Kottasová,Niamh Kennedy,6,0.0497550595310886
32452,Volodymyr Zelensky,Emmanuel Macron,6,0.0232694136799142
32458,Volodymyr Zelensky,Angela Merkel,14,0.0497063195636536
32465,Volodymyr Zelensky,Zahra Ullah,12,0.0061250711874862
32467,Volodymyr Zelensky,Donald Tusk,8,0.0782480750200745
32468,Volodymyr Zelensky,Elizabeth II,8,0.0782480750200745
32469,Volodymyr Zelensky,Irene Kasner,8,0.0782480750200745
32471,Volodymyr Zelensky,Helmut Kohl,8,0.0782480750200745
32472,Volodymyr Zelensky,Antti Rinne,8,0.0782480750200745
32473,Volodymyr Zelensky,Tedros Adhanom Ghebreyesus,8,0.0782480750200745
32476,Volodymyr Zelensky,Theresa May,8,0.0782480750200745
32477,Volodymyr Zelensky,Ulrich Merkel,8,0.0782480750200745
32478,Volodymyr Zelensky,Barack Obama,8,0.0782480750200745
32479,Volodymyr Zelensky,Angela Merkels,8,0.0782480750200745
32480,Volodymyr Zelensky,Michelle Obama,8,0.0782480750200745
32481,Volodymyr Zelensky,Armin Laschet,8,0.0782480750200745
32482,Volodymyr Zelensky,CNNAngela Merkel,8,0.0782480750200745
32483,Volodymyr Zelensky,Joachim Sauer,8,0.0782480750200745
32484,Volodymyr Zelensky,George W Bush,8,0.0782480750200745
32486,Volodymyr Zelensky,Horst Kasner,8,0.0782480750200745
32487,Volodymyr Zelensky,Horst Seehofer,8,0.0782480750200745
32488,Volodymyr Zelensky,Karl Vick,8,0.0782480750200745
32489,Volodymyr Zelensky,Volker Bouffier,8,0.0782480750200745
32492,Volodymyr Zelensky,Antony Blinken,6,0.0129205703227871
32519,Volodymyr Zelensky,Katharina Krebs,10,0.007705303905767
32521,Volodymyr Zelensky,Matthew Chance,6,-0.0087960915572243
32651,Sergey Lavrov,Alexey Navalny,8,0.0085830582697414
32834,Edouard Mendy,Mason Mount,6,0.1572674444229278
32863,Edouard Mendy,Pep Guardiolas,6,0.14596179057067
32974,Mo Salah,Mohamed Salah,12,0.1528212016490167
32975,Mo Salah,Riyad Mahrez,8,0.1417078160277093
32978,Mo Salah,Achraf Hakimi,6,0.1522306239497841
32980,Mo Salah,Sadio Mane,8,0.1308748905904967
32984,Mo Salah,Jurgen Klopps,6,0.0497977129013714
32995,Mo Salah,Benjamin Mendy,6,0.1676549907351595
32999,Mo Salah,Diogo Jota,6,0.1644594707891314
33026,Mo Salah,Jurgen Klopp,6,0.1548226951790548
33047,Mo Salah,Naby Keita,6,0.103322067843617
33091,Joel Embiid,Nikola Jokic,6,0.1301084036723603
33168,Amanda Davies,Michael Schumacher,12,0.2277854013200949
33174,Amanda Davies,Sebastian Vettel,8,0.1573062087370316
33178,Amanda Davies,Fernando Alonso,6,0.1940233556872675
33223,Amanda Davies,Emma Hayes,6,0.1747944697345238
33235,Amanda Davies,CNNLionel Messi,6,0.2237235922352121
33398,Amanda Davies,Khalid Bin Sultan Al Faisal,6,0.1168465389212569
33473,Amanda Davies,Gianni Infantino,6,0.136935523138749
33478,Amanda Davies,Nasser Al Khater,8,0.1493588736431585
33501,Amanda Davies,Michael Masi,6,0.194984962657705
33582,Mohamed Salah,Riyad Mahrez,8,0.1295342242534724
33585,Mohamed Salah,Achraf Hakimi,6,0.1522306239497841
33586,Mohamed Salah,Roberto Firmino,8,0.1577829363638968
33588,Mohamed Salah,Sadio Mane,12,0.1534979578236705
33592,Mohamed Salah,Jurgen Klopp,24,0.1170334980899245
33597,Mohamed Salah,Marcus Rashford,6,0.1670511307050116
33605,Mohamed Salah,Jadon Sancho,6,0.0869316586320223
33609,Mohamed Salah,Phil Foden,6,0.110649726423555
33611,Mohamed Salah,Trent AlexanderArnold,12,0.1445958588809962
33615,Mohamed Salah,Pep Guardiola,8,0.1378128001140161
33624,Mohamed Salah,Gabriel Jesus,6,0.1128522099190359
33641,Mohamed Salah,Trent AlexanderArnolds,6,0.1095036789181194
33671,Mohamed Salah,Robert Lewandowski,6,0.2706408509824659
33748,Mohamed Salah,Diogo Jota,6,0.108870299999952
33783,Riyad Mahrez,Achraf Hakimi,6,0.1522306239497841
33800,Riyad Mahrez,Phil Foden,6,0.1332671679007731
33801,Riyad Mahrez,Pep Guardiolas,10,0.1685560754913672
33804,Riyad Mahrez,Kevin De Bruyne,8,0.1648769464480806
33805,Riyad Mahrez,Pep Guardiola,6,0.2015003609630733
33847,Riyad Mahrez,Jack Grealish,6,0.1619319502394438
33863,Riyad Mahrez,Gabriel Jesus,6,0.1376944585823784
33968,Arit Okpo,Masai UjiriReplayMore,6,0.1304885590599876
33969,Arit Okpo,Masai Ujiri,6,0.1304885590599876
33970,Arit Okpo,CNNMasai Ujiri,6,0.1304885590599876
33971,Arit Okpo,CNNMasai Ujiri,6,0.1304885590599876
33972,Arit Okpo,Uche Eke,6,0.1304885590599876
33973,Masai UjiriReplayMore,Masai Ujiri,6,0.1304885590599876
33974,Masai UjiriReplayMore,CNNMasai Ujiri,6,0.1304885590599876
33975,Masai UjiriReplayMore,CNNMasai Ujiri,6,0.1304885590599876
33976,Masai UjiriReplayMore,Uche Eke,6,0.1304885590599876
33977,Masai Ujiri,CNNMasai Ujiri,6,0.1304885590599876
33978,Masai Ujiri,CNNMasai Ujiri,6,0.1304885590599876
33979,Masai Ujiri,Uche Eke,6,0.1304885590599876
33980,CNNMasai Ujiri,CNNMasai Ujiri,6,0.1304885590599876
33981,CNNMasai Ujiri,Uche Eke,6,0.1304885590599876
33982,CNNMasai Ujiri,Uche Eke,6,0.1304885590599876
33989,Uche Eke,Quan Hongchan,8,0.4293812272159423
33990,Uche Eke,Nikita Nagornyy,8,0.4293812272159423
33991,Uche Eke,Italo Ferreira,8,0.4293812272159423
33992,Uche Eke,Keegan Palmer,8,0.4293812272159423
33993,Uche Eke,Pita Taufatofua,8,0.4293812272159423
33994,Uche Eke,Peter McGrail,8,0.4293812272159423
33995,Uche Eke,Selemon Barega,8,0.4293812272159423
33996,Uche Eke,Fan Yilin,8,0.4293812272159423
33997,Uche Eke,Karol Zalewski,8,0.4293812272159423
33998,Uche Eke,Navneet Kaur,8,0.4293812272159423
33999,Uche Eke,Shoichiro Mukai,8,0.4293812272159423
34000,Uche Eke,Ziad Elsissy,8,0.4293812272159423
34001,Uche Eke,Evgeny Rylov,8,0.4293812272159423
34002,Uche Eke,Malaika Mihambo,8,0.4293812272159423
34003,Uche Eke,Neeraj Chopra,8,0.4293812272159423
34004,Uche Eke,Erik Heil,8,0.4293812272159423
34005,Uche Eke,,8,0.4293812272159423
34006,Uche Eke,Nahid Kiyani Chandeh,8,0.4293812272159423
34007,Uche Eke,Bruno Fratus,8,0.4293812272159423
34008,Uche Eke,Yasemin Anagoz,8,0.4293812272159423
34009,Uche Eke,Saleh Elsharabaty,8,0.4293812272159423
34010,Uche Eke,Grace McCallum,8,0.4293812272159423
34011,Uche Eke,Cecile CanqueteauLandi,8,0.4293812272159423
34012,Uche Eke,Mara Navarria,8,0.4293812272159423
34013,Uche Eke,Thomas Ploessel,8,0.4293812272159423
34014,Uche Eke,Daniele Garozzo,8,0.4293812272159423
34015,Uche Eke,Natalia Kaczmarek,8,0.4293812272159423
34016,Uche Eke,Katie Nageotte,8,0.4293812272159423
34017,Uche Eke,Hidilyn Diaz,8,0.4293812272159423
34018,Uche Eke,Jacquelyn Young,8,0.4293812272159423
34019,Uche Eke,Lamjed Maafi,8,0.4293812272159423
34020,Uche Eke,Wang Zongyuan,8,0.4293812272159423
34021,Uche Eke,Johnny Hooper,8,0.4293812272159423
34022,Uche Eke,,8,0.4293812272159423
34023,Uche Eke,Mutaz Essa Barshim,8,0.4293812272159423
34024,Uche Eke,LiShan Chantal Liew,8,0.4293812272159423
34026,Uche Eke,Belinda Bencic,8,0.4293812272159423
34027,Uche Eke,Vladimir Vujasinović,8,0.4293812272159423
34028,Uche Eke,Karsten Warholm,8,0.4293812272159423
34029,Uche Eke,Dalilah Muhammad,6,0.4228592002330694
34030,Uche Eke,Lois Toulson,8,0.4293812272159423
34031,Uche Eke,Cao Yuan,8,0.4293812272159423
34032,Uche Eke,Anita Wlodarczyk,8,0.4293812272159423
34034,Uche Eke,,8,0.4293812272159423
34035,Uche Eke,Xander Schauffele,8,0.4293812272159423
34036,Uche Eke,Cate Campbell,8,0.4293812272159423
34037,Uche Eke,Kiran Badloe,8,0.4293812272159423
34038,Uche Eke,Sakura Yosozumi,8,0.4293812272159423
34039,Uche Eke,Maki Takada,8,0.4293812272159423
34041,Uche Eke,Thibaut Vervoort,8,0.4293812272159423
34042,Uche Eke,Marlen Reusser,8,0.4293812272159423
34043,Uche Eke,Laurel Hubbard,8,0.4293812272159423
34044,Uche Eke,Katie Ledecky,8,0.4293812272159423
34045,Uche Eke,Liu Shiying,8,0.4293812272159423
34046,Uche Eke,Juan Miguel Echevarria,8,0.4293812272159423
34047,Uche Eke,Jordan Chiles,8,0.4293812272159423
34048,Uche Eke,Meriem Mebarki,8,0.4293812272159423
34049,Uche Eke,Anna Baranchuk,8,0.4293812272159423
34050,Uche Eke,Filippo Tortu,8,0.4293812272159423
34051,Uche Eke,Kokona Hiraki,8,0.4293812272159423
34052,Uche Eke,ShellyAnn FraserPryce,8,0.4293812272159423
34053,Uche Eke,Akzhol Makhmudov,8,0.4293812272159423
34054,Uche Eke,John Lennon,8,0.4293812272159423
34055,Uche Eke,,8,0.4293812272159423
34056,Uche Eke,Momiji Nishiya,8,0.4293812272159423
34057,Uche Eke,Breanna Stewart,8,0.4293812272159423
34058,Uche Eke,Jordyn Poulter,8,0.4293812272159423
34059,Uche Eke,Shericka Jackson,8,0.4293812272159423
34061,Uche Eke,Bobby Finke,8,0.4293812272159423
34062,Uche Eke,Stefanie Dolson,8,0.4293812272159423
34063,Uche Eke,Delaney Schnell,8,0.4293812272159423
34064,Uche Eke,Hiromi Uehara,8,0.4293812272159423
34065,Uche Eke,Evangelia Platanioti,8,0.4293812272159423
34066,Uche Eke,Kajetan Duszynski,8,0.4293812272159423
34067,Uche Eke,Charlotte Worthington,8,0.4293812272159423
34068,Uche Eke,Sue Bird,8,0.4293812272159423
34069,Uche Eke,Carli Lloyd,8,0.4293812272159423
34070,Uche Eke,Megumi Murakami,8,0.4293812272159423
34071,Uche Eke,Esther Qin,8,0.4293812272159423
34072,Uche Eke,Anna Kiesenhofer,8,0.4293812272159423
34073,Uche Eke,Athing Mu,8,0.4293812272159423
34074,Uche Eke,Nijel Amos,8,0.4293812272159423
34075,Uche Eke,Gianmarco Tamberi,8,0.4293812272159423
34076,Uche Eke,Kang Youngmi,8,0.4293812272159423
34077,Uche Eke,Jessica Parratto,8,0.4293812272159423
34078,Uche Eke,Chase Kalisz,8,0.4293812272159423
34079,Uche Eke,Annika Schleu,8,0.4293812272159423
34080,Uche Eke,Endy Miyem,8,0.4293812272159423
34081,Uche Eke,Benjamin Proud,8,0.4293812272159423
34082,Uche Eke,Ryu Seungmin,8,0.4293812272159423
34083,Uche Eke,,8,0.4293812272159423
34084,Uche Eke,Yu Yiting,8,0.4293812272159423
34085,Uche Eke,Nafissatou Thiam,8,0.4293812272159423
34086,Uche Eke,Kristian Blummenfelt,8,0.4293812272159423
34087,Uche Eke,Kuo Hsingchun,8,0.4293812272159423
34088,Uche Eke,,8,0.4293812272159423
34089,Uche Eke,Allisha Gray,8,0.4293812272159423
34090,Uche Eke,Allyson Felix,8,0.4293812272159423
34092,Uche Eke,Nesthy Petecio,8,0.4293812272159423
34093,Uche Eke,Eduard Trippel,8,0.4293812272159423
34094,Uche Eke,Ysaora Thibus,8,0.4293812272159423
34095,Uche Eke,Iakobi Kajaia,8,0.4293812272159423
34096,Uche Eke,Nicholas Kipkorir Kimeli,8,0.4293812272159423
34097,Uche Eke,Gable Steveson,8,0.4293812272159423
34098,Uche Eke,Alessandro Velotto,8,0.4293812272159423
34099,Uche Eke,Daniel Jervis,8,0.4293812272159423
34100,Uche Eke,Mercy Moim,8,0.4293812272159423
34101,Uche Eke,Brigid Kosgei,8,0.4293812272159423
34102,Uche Eke,Miho Nonaka,8,0.4293812272159423
34104,Uche Eke,Sergey Ponomaryov,8,0.4293812272159423
34105,Uche Eke,Dani Alves,8,0.4293812272159423
34106,Uche Eke,Steffi Graf,8,0.4293812272159423
34107,Uche Eke,Mykhailo Romanchuk,8,0.4293812272159423
34108,Uche Eke,Alix Klineman,8,0.4293812272159423
34109,Uche Eke,Arisa Higashino,8,0.4293812272159423
34110,Uche Eke,Karen Khachanov,8,0.4293812272159423
34111,Uche Eke,,8,0.4293812272159423
34112,Uche Eke,Ferguson Rotich,8,0.4293812272159423
34113,Uche Eke,Annie Lazor,8,0.4293812272159423
34114,Uche Eke,Meg Harris,8,0.4293812272159423
34115,Uche Eke,Ariarne Titmus,8,0.4293812272159423
34116,Uche Eke,Marketa Vondrousova,8,0.4293812272159423
34117,Uche Eke,Rebeca Andrade,8,0.4293812272159423
34118,Uche Eke,Bowen Becker,8,0.4293812272159423
34119,Uche Eke,Armand Mondo Duplantis,8,0.4293812272159423
34120,Uche Eke,,8,0.4293812272159423
34121,Uche Eke,Raevyn Rogers,8,0.4293812272159423
34122,Uche Eke,Ryo Kiyuna,8,0.4293812272159423
34123,Uche Eke,Marcus Fernaldi Gideon,8,0.4293812272159423
34124,Uche Eke,David Belyavskiy,8,0.4293812272159423
